Supplier,Supplier_Lot,Part_No,VIN
SUP-01,LOT-2375,452-ABC,295***********VM1
SUP-02,LOT-3786,126-DEF,PMG***********CX2
SUP-01,LOT-1729,532-GHI,DMS***********4FK
SUP-01,LOT-8024,313-JKL,31P***********9UA
SUP-09,LOT-1715,512-JKL,B7K***********HJ1
SUP-09,LOT-1829,866-DEF,UYW***********XHJ
SUP-01,LOT-6491,652-GHI,Y4R***********GY1
SUP-02,LOT-4096,538-GHI,6DK***********MXH
SUP-02,LOT-1391,986-ABC,PB9***********5HY
SUP-01,LOT-1270,154-DEF,KVP***********B1S
SUP-02,LOT-4685,523-GHI,PX2***********RD9
SUP-09,LOT-3056,153-DEF,H26***********1XY
SUP-02,LOT-4822,561-GHI,5XX***********4MX
SUP-02,LOT-7769,988-GHI,JH0***********7Y8
SUP-01,LOT-7986,684-GHI,J8W***********UPT
SUP-09,LOT-6066,962-JKL,PEN***********3ZH
SUP-01,LOT-4642,301-GHI,GUX***********H7W
SUP-02,LOT-4814,419-GHI,NCC***********S3Y
SUP-01,LOT-2008,286-GHI,PJR***********LXK
SUP-02,LOT-6376,740-JKL,E4A***********T0T
SUP-01,LOT-8739,993-JKL,BNJ***********9RG
SUP-01,LOT-5700,584-GHI,556***********RR3
SUP-09,LOT-9358,942-JKL,4YT***********NZ4
SUP-02,LOT-6553,245-DEF,RK8***********CTE
SUP-01,LOT-3144,685-JKL,248***********XJZ
SUP-09,LOT-7725,718-JKL,A90***********0KH
SUP-01,LOT-4051,727-DEF,ZB0***********NBN
SUP-09,LOT-3196,346-JKL,FVF***********WBJ
SUP-01,LOT-5834,443-JKL,EUY***********6EF
SUP-01,LOT-1073,768-DEF,90Y***********SJS
SUP-02,LOT-3240,214-GHI,8MY***********NFX
SUP-01,LOT-8107,691-GHI,EHC***********TW2
SUP-01,LOT-4699,186-JKL,B7R***********45J
SUP-01,LOT-7262,485-GHI,MFE***********JK0
SUP-09,LOT-5469,683-DEF,PXJ***********HKT
SUP-09,LOT-5195,788-JKL,CTX***********VD3
SUP-01,LOT-3034,711-DEF,ZVA***********SDT
SUP-02,LOT-6509,773-ABC,4HH***********EC2
SUP-09,LOT-2774,200-JKL,0EA***********LPX
SUP-01,LOT-3178,113-ABC,6XW***********P4Z
SUP-02,LOT-2375,946-JKL,BT0***********N5B
SUP-01,LOT-5813,701-DEF,GAJ***********EHK
SUP-02,LOT-8885,813-ABC,RSW***********939
SUP-01,LOT-4064,103-GHI,J2J***********W7M
SUP-02,LOT-4935,353-ABC,51S***********GRG
SUP-02,LOT-4529,693-JKL,0HY***********YL9
SUP-09,LOT-5726,207-JKL,CS3***********5FG
SUP-09,LOT-4954,416-GHI,BWR***********DLD
SUP-02,LOT-9744,847-ABC,UT3***********MBV
SUP-01,LOT-9383,399-ABC,DS6***********ZBD
SUP-09,LOT-6110,429-GHI,KA4***********D64
SUP-09,LOT-3654,168-ABC,D4L***********KYA
SUP-01,LOT-4446,445-GHI,BEE***********DJM
SUP-02,LOT-2211,371-ABC,JWV***********CV2
SUP-02,LOT-5223,296-GHI,4UR***********YTX
SUP-01,LOT-7105,732-DEF,KXG***********XEL
SUP-09,LOT-3446,917-GHI,MB3***********1T0
SUP-01,LOT-4424,437-GHI,R8J***********GDC
SUP-02,LOT-3258,132-DEF,EJH***********ZK2
SUP-01,LOT-7718,686-ABC,GPL***********A85
SUP-02,LOT-3186,864-GHI,0CP***********RT8
SUP-09,LOT-8824,340-GHI,AB6***********F27
SUP-09,LOT-6300,368-GHI,F6K***********X8C
SUP-09,LOT-2262,293-ABC,CZA***********730
SUP-09,LOT-3600,376-ABC,25J***********K4U
SUP-02,LOT-7539,615-DEF,TED***********ZGP
SUP-09,LOT-5060,793-ABC,5BY***********AVN
SUP-02,LOT-7253,697-JKL,W2S***********L7S
SUP-01,LOT-8619,660-DEF,XM5***********M6A
SUP-02,LOT-6832,799-ABC,CKU***********X81
SUP-01,LOT-3296,962-ABC,AKU***********EX5
SUP-01,LOT-1928,918-JKL,AE1***********Y70
SUP-02,LOT-5479,840-GHI,WED***********43T
SUP-09,LOT-5942,856-GHI,65H***********9A7
SUP-09,LOT-9796,192-ABC,0SN***********JK9
SUP-09,LOT-7133,970-DEF,CNV***********7YP
SUP-01,LOT-8984,112-ABC,XFG***********HEW
SUP-01,LOT-7550,526-DEF,7NU***********FKJ
SUP-01,LOT-7533,821-ABC,6V8***********5T6
SUP-01,LOT-8499,160-DEF,4Z1***********ABB
SUP-09,LOT-4697,361-ABC,42A***********7KY
SUP-01,LOT-7214,644-JKL,3RU***********WUR
SUP-02,LOT-8437,441-JKL,YHK***********K1H
SUP-09,LOT-1187,778-JKL,JZG***********079
SUP-01,LOT-1596,112-GHI,N0H***********TN0
SUP-01,LOT-8713,850-DEF,JAS***********48N
SUP-02,LOT-4714,447-DEF,FZT***********XGL
SUP-01,LOT-5054,194-DEF,37Z***********G3U
SUP-09,LOT-3603,390-GHI,AH8***********PKV
SUP-09,LOT-4392,396-DEF,XG4***********8TV
SUP-01,LOT-7321,186-GHI,AT4***********RCB
SUP-09,LOT-9601,188-JKL,1TX***********9RZ
SUP-09,LOT-7837,483-DEF,XML***********SR6
SUP-02,LOT-7848,237-DEF,W23***********S83
SUP-02,LOT-4140,301-DEF,5T7***********18P
SUP-02,LOT-2954,227-ABC,T4N***********9U4
SUP-09,LOT-3457,283-GHI,BG9***********BJ6
SUP-09,LOT-4866,819-DEF,NP4***********926
SUP-02,LOT-8416,632-ABC,1H9***********LLB
SUP-02,LOT-2889,986-DEF,WKS***********EK5
SUP-01,LOT-6840,436-JKL,UWM***********E6D
SUP-02,LOT-7135,384-JKL,FYB***********A32
SUP-01,LOT-1918,372-JKL,C36***********60W
SUP-09,LOT-7272,363-GHI,HC4***********CF5
SUP-01,LOT-4490,441-GHI,76Y***********P5K
SUP-02,LOT-5972,935-ABC,21N***********GWW
SUP-01,LOT-7212,372-GHI,ETT***********Y6K
SUP-02,LOT-7813,408-ABC,ASF***********83G
SUP-01,LOT-9058,293-JKL,UVD***********ZWJ
SUP-09,LOT-8721,335-JKL,NKG***********XAC
SUP-01,LOT-6941,176-ABC,V6C***********48L
SUP-01,LOT-5798,211-ABC,6E5***********X77
SUP-01,LOT-9833,718-DEF,KEZ***********HC1
SUP-01,LOT-9431,822-JKL,ACG***********EHA
SUP-02,LOT-4530,813-JKL,ULG***********YHZ
SUP-09,LOT-2933,873-ABC,KZ7***********X2M
SUP-01,LOT-8076,996-ABC,Z4A***********TBU
SUP-01,LOT-2999,531-JKL,C0P***********67M
SUP-02,LOT-7914,753-DEF,F1F***********UAK
SUP-01,LOT-3318,459-GHI,AEW***********SL7
SUP-09,LOT-4230,834-DEF,7SK***********KU9
SUP-09,LOT-5501,116-JKL,2JH***********67J
SUP-09,LOT-3951,500-DEF,BLZ***********YC6
SUP-09,LOT-8324,346-GHI,NSF***********2W1
SUP-01,LOT-6542,687-DEF,7K8***********YMM
SUP-02,LOT-4268,923-JKL,YC7***********765
SUP-09,LOT-7294,891-ABC,MVU***********04V
SUP-09,LOT-1047,272-GHI,JDV***********ZGE
SUP-01,LOT-7439,212-DEF,B21***********4CF
SUP-01,LOT-2853,552-JKL,BN8***********RE9
SUP-02,LOT-8548,966-GHI,LU3***********NRG
SUP-02,LOT-6264,953-JKL,VRL***********S6Z
SUP-02,LOT-7096,845-JKL,4MJ***********EAW
SUP-02,LOT-6251,787-ABC,8ZF***********302
SUP-01,LOT-4278,707-GHI,RZX***********RPK
SUP-09,LOT-3132,646-ABC,C07***********EHL
SUP-09,LOT-3250,400-JKL,2DH***********ADC
SUP-02,LOT-3332,478-GHI,3NZ***********SZJ
SUP-09,LOT-4989,313-GHI,WVL***********N5W
SUP-02,LOT-8028,415-DEF,M83***********9FX
SUP-01,LOT-5358,314-JKL,VT4***********7T3
SUP-01,LOT-9479,508-JKL,0ML***********GUP
SUP-02,LOT-3940,187-GHI,509***********ZMF
SUP-01,LOT-8141,775-DEF,8VC***********3JL
SUP-01,LOT-3019,213-DEF,87K***********H2N
SUP-09,LOT-7000,127-JKL,FJE***********KH0
SUP-09,LOT-9464,374-DEF,XVJ***********0D0
SUP-09,LOT-8421,755-GHI,A90***********1NC
SUP-09,LOT-1506,310-DEF,HGA***********J6U
SUP-09,LOT-3243,775-JKL,4EX***********WHN
SUP-02,LOT-2540,130-JKL,Z2F***********KV9
SUP-02,LOT-3879,314-ABC,SJS***********TKM
SUP-09,LOT-2140,439-JKL,8HP***********XJ2
SUP-01,LOT-1697,466-DEF,8BC***********0FU
SUP-01,LOT-3960,207-GHI,JJH***********JTH
SUP-01,LOT-7214,169-ABC,AGT***********RDG
SUP-01,LOT-4071,315-ABC,0A6***********30M
SUP-02,LOT-4034,106-GHI,C1F***********DEC
SUP-02,LOT-1119,131-DEF,YV9***********1DD
SUP-02,LOT-2257,959-JKL,WHY***********EP0
SUP-09,LOT-2310,623-DEF,L49***********JV8
SUP-02,LOT-1289,678-JKL,C56***********FCJ
SUP-09,LOT-1494,965-GHI,M1G***********Z6N
SUP-09,LOT-3775,973-DEF,2M6***********0K2
SUP-01,LOT-6355,552-GHI,8RN***********4P9
SUP-02,LOT-5580,297-DEF,9A7***********SZE
SUP-02,LOT-9469,553-DEF,Y4X***********J4Y
SUP-09,LOT-2406,919-GHI,BC6***********3YR
SUP-01,LOT-6556,616-ABC,CHZ***********250
SUP-02,LOT-8934,412-DEF,Z4D***********7VV
SUP-09,LOT-8726,804-GHI,99J***********F7S
SUP-01,LOT-3786,891-DEF,S6H***********2ZN
SUP-02,LOT-3035,860-DEF,TTW***********46N
SUP-02,LOT-7629,156-GHI,MX1***********WXN
SUP-02,LOT-3708,286-GHI,1E6***********R24
SUP-09,LOT-7966,230-DEF,BRH***********37L
SUP-02,LOT-5779,516-GHI,FKA***********F0B
SUP-01,LOT-2356,303-GHI,E33***********785
SUP-01,LOT-5932,231-GHI,WKG***********053
SUP-09,LOT-6176,740-DEF,7LN***********B16
SUP-09,LOT-3170,346-GHI,M27***********VPY
SUP-01,LOT-5227,652-GHI,T2B***********GBE
SUP-09,LOT-9714,779-GHI,8T0***********V8F
SUP-02,LOT-1462,402-DEF,9UG***********6GV
SUP-02,LOT-3773,522-ABC,0JM***********JMV
SUP-01,LOT-5072,113-JKL,0R4***********8H6
SUP-09,LOT-1513,390-JKL,C92***********10J
SUP-01,LOT-7914,612-ABC,WUL***********REG
SUP-09,LOT-7309,331-JKL,T8E***********G9P
SUP-01,LOT-4555,592-ABC,SB2***********6PN
SUP-09,LOT-5484,440-DEF,LFS***********KW1
SUP-01,LOT-2083,591-ABC,JN0***********597
SUP-09,LOT-9245,394-DEF,7VM***********L55
SUP-02,LOT-2647,943-GHI,RT7***********1KA
SUP-02,LOT-2785,932-ABC,DY5***********FS3
SUP-01,LOT-2485,967-ABC,JTA***********SR5
SUP-09,LOT-5989,965-ABC,TU6***********6L7
SUP-09,LOT-3548,526-DEF,LPH***********4NP
SUP-02,LOT-7588,335-JKL,H90***********H0Z
SUP-02,LOT-5748,694-GHI,WSK***********KSK
SUP-01,LOT-5234,517-JKL,BK2***********JDY
SUP-02,LOT-8610,943-ABC,EPB***********3L3
SUP-02,LOT-9434,815-GHI,G8L***********TY4
SUP-02,LOT-7800,962-DEF,JT6***********4X8
SUP-01,LOT-6850,126-JKL,B2L***********27Y
SUP-02,LOT-3136,403-ABC,010***********GZT
SUP-02,LOT-3281,930-ABC,W25***********H75
SUP-01,LOT-7914,829-JKL,3D9***********BRF
SUP-09,LOT-2028,357-GHI,UN2***********SYE
SUP-09,LOT-8810,526-DEF,YL3***********2UL
SUP-01,LOT-7771,566-DEF,LC3***********UMZ
SUP-01,LOT-3787,590-DEF,54G***********S7H
SUP-09,LOT-7909,519-JKL,C73***********4Y1
SUP-02,LOT-7957,698-JKL,EBH***********5KU
SUP-09,LOT-1367,566-DEF,1C7***********CZZ
SUP-09,LOT-3690,640-JKL,04S***********WPH
SUP-09,LOT-4522,947-ABC,D22***********ZFU
SUP-02,LOT-8641,852-DEF,HJG***********APM
SUP-09,LOT-6608,571-ABC,J6B***********BBM
SUP-02,LOT-9813,205-JKL,LW7***********94G
SUP-01,LOT-9819,859-GHI,F9T***********TYT
SUP-01,LOT-3216,444-GHI,E9W***********S6B
SUP-09,LOT-3879,192-DEF,BZ2***********MSA
SUP-02,LOT-9048,680-DEF,S98***********UVA
SUP-09,LOT-9657,908-GHI,N5T***********9JS
SUP-01,LOT-6202,680-DEF,C6W***********4JT
SUP-09,LOT-3028,380-GHI,6TG***********1M8
SUP-02,LOT-2103,657-GHI,RJL***********TC9
SUP-09,LOT-2698,414-ABC,WZ0***********GDE
SUP-01,LOT-1519,851-DEF,PPW***********PSC
SUP-09,LOT-5492,974-DEF,GXN***********CRZ
SUP-09,LOT-9640,201-GHI,YHY***********9BK
SUP-01,LOT-2914,382-GHI,M0C***********Z92
SUP-01,LOT-5493,485-GHI,CUC***********UPW
SUP-09,LOT-3754,456-ABC,LCX***********3HY
SUP-02,LOT-7227,689-DEF,9T4***********CZ3
SUP-09,LOT-8001,538-GHI,HGD***********6SY
SUP-01,LOT-4867,744-ABC,LN4***********E99
SUP-02,LOT-7365,881-GHI,7FD***********BXZ
SUP-02,LOT-9144,171-ABC,1HY***********CEF
SUP-09,LOT-1438,220-JKL,X95***********WPP
SUP-02,LOT-6202,642-ABC,RKE***********RL5
SUP-01,LOT-1631,856-DEF,4VJ***********NZY
SUP-09,LOT-9328,800-ABC,YTH***********407
SUP-09,LOT-7573,649-JKL,RGX***********FNK
SUP-01,LOT-4901,172-DEF,ABL***********HWF
SUP-09,LOT-8479,841-ABC,DBR***********C0A
SUP-02,LOT-9765,759-ABC,Y5E***********6X5
SUP-01,LOT-9243,976-DEF,JCC***********72T
SUP-09,LOT-9980,525-DEF,BVJ***********1JP
SUP-09,LOT-2248,431-GHI,8Y1***********CL7
SUP-09,LOT-6041,738-JKL,N8G***********URP
SUP-09,LOT-7579,598-ABC,RRT***********WJB
SUP-02,LOT-2130,391-JKL,0WK***********GVH
SUP-02,LOT-7246,672-ABC,3FM***********NSD
SUP-09,LOT-9110,796-GHI,GG6***********2PE
SUP-09,LOT-7893,365-DEF,PR4***********9SK
SUP-09,LOT-9763,357-JKL,21V***********777
SUP-02,LOT-2652,317-DEF,A1W***********B2B
SUP-01,LOT-2638,249-ABC,DCL***********P2J
SUP-01,LOT-1849,145-ABC,ASN***********KZ1
SUP-01,LOT-2806,971-GHI,1N3***********ZM2
SUP-09,LOT-9318,274-ABC,C89***********Y1U
SUP-09,LOT-4892,139-JKL,XBL***********6DP
SUP-09,LOT-8241,389-JKL,BZ3***********6PN
SUP-09,LOT-9097,860-JKL,5BH***********GK9
SUP-01,LOT-2646,345-JKL,FKF***********RWS
SUP-01,LOT-5715,650-DEF,T5X***********DBA
SUP-02,LOT-8615,481-GHI,U52***********8EP
SUP-09,LOT-3068,129-GHI,JB8***********KZ3
SUP-09,LOT-1273,612-DEF,NVB***********HSH
SUP-01,LOT-4241,564-JKL,XWM***********ACL
SUP-09,LOT-2338,391-GHI,WRB***********CRP
SUP-09,LOT-7159,181-ABC,MYJ***********N81
SUP-09,LOT-3825,948-DEF,YTH***********67Y
SUP-09,LOT-7148,673-GHI,2PL***********TYH
SUP-01,LOT-1084,257-DEF,7X5***********0KW
SUP-09,LOT-3992,374-GHI,SM2***********Y31
SUP-09,LOT-6155,531-ABC,B8E***********4KN
SUP-09,LOT-9327,512-GHI,LRF***********ZUB
SUP-01,LOT-5129,149-JKL,UYA***********RL3
SUP-02,LOT-4829,791-JKL,894***********9KY
SUP-02,LOT-6493,848-DEF,NM9***********W2H
SUP-09,LOT-8200,799-DEF,7EU***********LEP
SUP-01,LOT-2872,540-ABC,6UP***********92L
SUP-09,LOT-4543,271-ABC,GXK***********LM6
SUP-09,LOT-8839,174-DEF,JNV***********W6E
SUP-02,LOT-6492,614-GHI,7DR***********084
SUP-01,LOT-3424,211-JKL,X9V***********DGH
SUP-01,LOT-7575,364-JKL,5GD***********GLZ
SUP-09,LOT-8979,621-JKL,TMM***********V71
SUP-01,LOT-7973,809-DEF,YZ7***********P6Y
SUP-01,LOT-4661,998-ABC,PX1***********26U
SUP-09,LOT-5218,442-ABC,V02***********WYY
SUP-02,LOT-6934,848-GHI,ELG***********A9L
SUP-01,LOT-8731,591-ABC,PYW***********M6B
SUP-09,LOT-8895,986-JKL,YX6***********4NP
SUP-09,LOT-8740,377-JKL,24E***********JT0
SUP-01,LOT-3168,404-GHI,HWT***********A2P
SUP-02,LOT-5583,682-JKL,9VG***********JJZ
SUP-09,LOT-3032,953-DEF,FRX***********J2P
SUP-02,LOT-3587,530-ABC,6FD***********R99
SUP-09,LOT-3058,416-DEF,KCU***********26W
SUP-09,LOT-9845,223-ABC,9U0***********F7D
SUP-02,LOT-9497,594-GHI,X9F***********18E
SUP-02,LOT-5714,310-ABC,MAH***********8KM
SUP-02,LOT-2365,282-DEF,VJM***********RSS
SUP-09,LOT-9132,904-ABC,CU0***********FE5
SUP-09,LOT-4182,283-DEF,CV8***********CM9
SUP-02,LOT-8466,744-GHI,YSD***********TXP
SUP-09,LOT-4958,824-ABC,CST***********KVZ
SUP-01,LOT-9174,593-ABC,14L***********SY7
SUP-09,LOT-1644,115-DEF,T79***********6UV
SUP-02,LOT-5400,182-GHI,E5U***********NRY
SUP-01,LOT-3480,206-DEF,321***********RN2
SUP-02,LOT-4453,545-ABC,ALF***********4ZC
SUP-01,LOT-6161,652-GHI,E5H***********B3J
SUP-09,LOT-5366,346-JKL,1PK***********W1W
SUP-02,LOT-3305,692-GHI,SM3***********HCV
SUP-02,LOT-3770,691-DEF,NNK***********04D
SUP-02,LOT-7428,691-ABC,LG6***********UAT
SUP-01,LOT-7724,656-ABC,JES***********8R6
SUP-01,LOT-8766,304-DEF,S0R***********5NZ
SUP-02,LOT-1260,753-DEF,FX2***********DT1
SUP-09,LOT-6639,462-JKL,B97***********A3X
SUP-09,LOT-8631,452-GHI,J6J***********BH8
SUP-01,LOT-6418,415-GHI,FS6***********Y34
SUP-09,LOT-7313,330-JKL,6US***********47C
SUP-09,LOT-2333,681-DEF,4AZ***********761
SUP-01,LOT-3108,346-DEF,1EJ***********MNB
SUP-01,LOT-2808,460-DEF,L46***********TY7
SUP-02,LOT-2589,105-DEF,1JA***********0D0
SUP-09,LOT-5610,735-ABC,L25***********WFR
SUP-02,LOT-1512,985-GHI,55V***********RWL
SUP-09,LOT-9606,643-GHI,XXR***********3PN
SUP-01,LOT-8037,887-GHI,4E8***********THY
SUP-09,LOT-4512,757-ABC,KBD***********4CG
SUP-02,LOT-9212,105-GHI,MGH***********8JS
SUP-02,LOT-7075,969-JKL,8SS***********DVY
SUP-09,LOT-5777,893-DEF,0WC***********NZB
SUP-09,LOT-8629,315-DEF,9ED***********CA0
SUP-01,LOT-8906,600-GHI,SD5***********WH0
SUP-02,LOT-9405,371-JKL,SMB***********ND0
SUP-09,LOT-5896,702-GHI,Y5L***********3PW
SUP-09,LOT-1255,210-GHI,LMX***********DFU
SUP-02,LOT-7362,528-ABC,2B0***********9A0
SUP-09,LOT-7140,977-DEF,1R8***********EFN
SUP-01,LOT-2634,714-GHI,1ZX***********9RY
SUP-01,LOT-7141,704-JKL,5V9***********9U6
SUP-09,LOT-3288,394-DEF,G24***********GWA
SUP-02,LOT-1176,589-ABC,2BG***********V1L
SUP-09,LOT-1753,346-ABC,14T***********XFU
SUP-01,LOT-3444,499-JKL,XZS***********J5D
SUP-02,LOT-1259,369-JKL,WPF***********7C1
SUP-02,LOT-2823,364-DEF,RU5***********P82
SUP-09,LOT-6724,203-GHI,U6X***********NCR
SUP-01,LOT-2414,280-JKL,XH5***********2SE
SUP-02,LOT-9710,693-DEF,PXT***********5KC
SUP-02,LOT-3778,648-JKL,HWF***********D9L
SUP-09,LOT-2482,600-ABC,ACB***********KDK
SUP-09,LOT-5891,583-ABC,48L***********38W
SUP-01,LOT-6527,957-ABC,GK2***********T7Z
SUP-09,LOT-3173,547-ABC,SUF***********DFL
SUP-09,LOT-4167,726-JKL,R7D***********H86
SUP-09,LOT-3962,411-GHI,80R***********YC8
SUP-01,LOT-6067,336-GHI,PUK***********7G2
SUP-09,LOT-4856,891-GHI,ATK***********56E
SUP-01,LOT-1126,277-DEF,JX0***********1UU
SUP-02,LOT-3365,876-JKL,1YW***********7HZ
SUP-02,LOT-1065,668-ABC,6C4***********K5A
SUP-02,LOT-8409,126-GHI,E2S***********XRH
SUP-09,LOT-2758,963-DEF,H6N***********728
SUP-09,LOT-7631,327-GHI,L3U***********RBN
SUP-02,LOT-8891,561-GHI,5C5***********MC6
SUP-09,LOT-2487,899-ABC,09W***********SCK
SUP-09,LOT-2960,334-ABC,2ZK***********JSD
SUP-09,LOT-4805,611-GHI,W18***********SV9
SUP-02,LOT-5405,460-DEF,L02***********6CD
SUP-02,LOT-3212,690-GHI,R1T***********KU4
SUP-01,LOT-2698,793-JKL,RX0***********3ZD
SUP-01,LOT-7908,340-ABC,B8K***********R3Z
SUP-09,LOT-3294,102-GHI,6WF***********ZWZ
SUP-09,LOT-2315,700-DEF,1CD***********PA2
SUP-02,LOT-1338,124-DEF,6T7***********VMA
SUP-02,LOT-3492,455-JKL,25D***********8HW
SUP-02,LOT-9966,882-GHI,P1E***********GLL
SUP-02,LOT-6469,903-ABC,013***********6YR
SUP-09,LOT-7647,388-DEF,C32***********D1F
SUP-02,LOT-8782,494-GHI,F08***********5F6
SUP-01,LOT-9946,346-ABC,W6W***********7X2
SUP-02,LOT-6576,782-DEF,RNN***********J3V
SUP-01,LOT-6804,370-DEF,LZM***********PKY
SUP-02,LOT-5572,710-GHI,8VD***********H9H
SUP-01,LOT-1335,554-JKL,BPZ***********1C2
SUP-01,LOT-3953,204-GHI,AKB***********J3U
SUP-01,LOT-7621,150-GHI,YS0***********TFK
SUP-01,LOT-9529,635-DEF,1YU***********4X9
SUP-02,LOT-9556,734-JKL,CF9***********ZWT
SUP-02,LOT-5414,603-DEF,289***********B2H
SUP-01,LOT-3246,333-DEF,5JC***********HZK
SUP-01,LOT-5480,260-JKL,2AP***********ZSV
SUP-01,LOT-9467,101-JKL,CEP***********ELC
SUP-09,LOT-1971,571-DEF,DS5***********KFT
SUP-02,LOT-1752,874-GHI,P93***********SFT
SUP-09,LOT-5162,577-ABC,AKD***********UY1
SUP-01,LOT-8193,910-JKL,LA9***********5Y6
SUP-02,LOT-2871,794-ABC,J8G***********SGG
SUP-09,LOT-3768,968-ABC,CML***********4RS
SUP-09,LOT-1661,422-JKL,EKS***********3TK
SUP-02,LOT-8086,778-JKL,E5R***********K06
SUP-09,LOT-6128,135-JKL,R12***********DJX
SUP-01,LOT-4694,467-GHI,6W0***********THT
SUP-09,LOT-3940,601-GHI,LGA***********RDK
SUP-09,LOT-6088,614-GHI,BAC***********WZB
SUP-02,LOT-3947,518-GHI,YYU***********YNB
SUP-02,LOT-7493,732-JKL,RLH***********JHZ
SUP-02,LOT-3322,238-ABC,WDT***********K9D
SUP-02,LOT-3624,618-JKL,2WM***********JN1
SUP-02,LOT-5329,856-ABC,JRB***********4LG
SUP-09,LOT-1436,327-DEF,NHU***********ZKT
SUP-09,LOT-6084,223-DEF,4VU***********DG4
SUP-09,LOT-4237,647-JKL,9SN***********2SA
SUP-01,LOT-5974,757-GHI,FU7***********RC3
SUP-02,LOT-1636,474-JKL,MLD***********WLH
SUP-02,LOT-2178,552-JKL,V3N***********26V
SUP-09,LOT-1511,766-ABC,NMG***********ZLL
SUP-01,LOT-9501,145-ABC,E3W***********8YG
SUP-01,LOT-7152,133-GHI,BDP***********WUV
SUP-09,LOT-7184,824-JKL,RZ4***********9NX
SUP-09,LOT-9628,116-GHI,Z9J***********69F
SUP-09,LOT-2668,732-JKL,12W***********1CK
SUP-09,LOT-6714,798-DEF,JWC***********VK8
SUP-01,LOT-8227,310-DEF,JZ9***********LGY
SUP-09,LOT-9233,810-DEF,FGD***********4LS
SUP-01,LOT-3290,937-ABC,R1E***********3VR
SUP-09,LOT-6801,178-JKL,AKU***********CX0
SUP-09,LOT-9236,361-ABC,9HD***********3UV
SUP-01,LOT-2480,527-DEF,CG5***********A9F
SUP-01,LOT-5451,638-DEF,MP6***********T34
SUP-02,LOT-5184,592-ABC,0X2***********0PL
SUP-02,LOT-2725,880-GHI,PUP***********N09
SUP-01,LOT-5063,136-GHI,TV8***********XJ7
SUP-09,LOT-1914,721-ABC,LDT***********A47
SUP-09,LOT-1061,235-ABC,KRU***********ES4
SUP-09,LOT-2500,122-JKL,C10***********TYL
SUP-02,LOT-9386,809-ABC,6UG***********PRM
SUP-09,LOT-2818,938-GHI,BFH***********YYE
SUP-02,LOT-3814,709-ABC,3K8***********MM3
SUP-01,LOT-5623,274-DEF,AG0***********JVC
SUP-01,LOT-2984,835-GHI,M3R***********ZSV
SUP-09,LOT-4757,736-ABC,L2B***********CJG
SUP-01,LOT-8223,582-ABC,L9C***********URU
SUP-02,LOT-8557,293-GHI,3G6***********Z4A
SUP-09,LOT-9168,404-DEF,EGX***********YGJ
SUP-01,LOT-3646,379-GHI,J17***********F7L
SUP-01,LOT-8622,938-ABC,BAJ***********993
SUP-02,LOT-4761,356-DEF,B0S***********2ZG
SUP-01,LOT-4708,553-ABC,J5Z***********ZKH
SUP-09,LOT-9426,135-JKL,97Y***********A71
SUP-09,LOT-9659,867-JKL,MLV***********6MP
SUP-09,LOT-1332,227-GHI,ZSV***********183
SUP-02,LOT-8729,751-JKL,PY4***********EDR
SUP-09,LOT-9354,933-JKL,KG8***********RS5
SUP-01,LOT-2473,858-ABC,K3P***********NVP
SUP-02,LOT-5924,736-JKL,345***********5EZ
SUP-09,LOT-2416,501-ABC,0E5***********VGL
SUP-09,LOT-9225,360-DEF,723***********TYX
SUP-09,LOT-7493,653-ABC,DWH***********MLV
SUP-01,LOT-8922,833-DEF,D82***********0E3
SUP-01,LOT-8337,251-GHI,SWR***********GEW
SUP-02,LOT-1169,535-DEF,MWG***********TVJ
SUP-02,LOT-5985,509-ABC,PA7***********6EY
SUP-01,LOT-1781,109-GHI,5J0***********WLP
SUP-09,LOT-6500,600-ABC,99C***********JTN
SUP-01,LOT-3447,820-DEF,D1X***********9S2
SUP-01,LOT-8509,830-GHI,8BF***********RHX
SUP-01,LOT-3323,450-GHI,ESG***********ZDN
SUP-09,LOT-5216,987-DEF,6ZS***********NNM
SUP-02,LOT-4504,415-ABC,LWM***********N3S
SUP-01,LOT-8096,430-GHI,STD***********1AE
SUP-02,LOT-2333,414-GHI,S7G***********VUU
SUP-09,LOT-9581,562-GHI,6PM***********7Y9
SUP-01,LOT-3799,297-DEF,6NW***********KBW
SUP-01,LOT-3805,771-JKL,E34***********FV8
SUP-09,LOT-8842,800-GHI,TEV***********VMU
SUP-09,LOT-2700,691-JKL,YZJ***********D89
SUP-02,LOT-6100,637-JKL,9LT***********PMG
SUP-02,LOT-9425,818-DEF,NUP***********8T1
SUP-01,LOT-6181,531-DEF,JJ3***********E44
SUP-02,LOT-4653,963-ABC,PVX***********3C2
SUP-02,LOT-9559,681-JKL,F0P***********4B3
SUP-09,LOT-9126,299-DEF,HR2***********SZ9
SUP-09,LOT-8144,289-GHI,253***********ZH9
SUP-02,LOT-4514,312-JKL,L7T***********XVK
SUP-09,LOT-8946,231-DEF,HRX***********DSW
SUP-01,LOT-4230,287-JKL,M63***********GP2
SUP-09,LOT-6106,408-ABC,04V***********ZEE
SUP-02,LOT-6759,381-ABC,7RU***********D8M
SUP-01,LOT-5838,898-JKL,8HK***********EEM
SUP-02,LOT-2827,831-JKL,4R8***********LPW
SUP-02,LOT-2326,320-DEF,E8C***********H5B
