Event_ID,Line,Station,TS,Part_No,BOM_Version,Torque,Temp,Pressure,Cycle_Time,Defect,Inspection_Source,Tool_ID,Supplier
730,GA-2,stn-07,2026-03-10 12:04,870-GHI,BOM-2,48.0 Nm,169.8F,9.5 bar,43.71,REP,AUTO,TL-001,SUP-09
731,ga-2,stn-07,2026/03/10 12:05,520-def,BOM-2,,172.2F,132.3psi,53.78,REJ,Automated,TL-010,sup-01
732, Ga-1 ,STN-07,2026/03/10 12:05,230-ghi,BOM-1,54.1,70.6,14.5 bar,60.82,REJ,Automated,TL-020,sup-01
733,GA-1,stn-02,2026-03-10 12:06,915-abc,BOM-2,53.7Nm,97.3 c,9.0 bar,42.65,REJ,automated,TL-009,SUP-09
734, Ga-1 ,STN-06,10-03-2026 12:70,402-ABC,BOM-3,49.2,67.8C,9.6 bar,44.71,Reject,automated,TL-022,sup-01
735, Ga-2 ,STN-04,2026-03-10 12:07,392-GHI,BOM-1,47.6,81.7 c,113.4psi,61.58,Repair,Automated,TL-022,sup-09
736,ga-2,STN-02,2026/03/10 12:07,231GHI,BOM-1,58.0,84.8 c,10.8 bar,53.94,na,human,TL-005,SUP-01
737, Ga-1 , STN-05 ,2026-03-10 12:08,896-def,BOM-3,52.9,79.9 c,125.4psi,56.53,na,Human,TL-021,sup-01
738,GA-2,STN-05,2026-03-10 12:08,357GHI,BOM-3,48.0,67.5 c,165.0psi,55.94,REJ,Human,TL-015,sup-02
739,GA-2,stn-02,2026-03-10 12:09,632-ABC,BOM-1,46.7,70.0C,7.3 bar,47.16,REJ,automated,TL-014,sup-02
740, Ga-2 ,stn-03,2026/03/10 12:09,315-abc,BOM-1,55.1 Nm,85.2 c,9.8 bar,57.82,Repair,HUMAN,TL-011,sup-01
741, Ga-1 ,stn-03,10-03-2026 12:10,905ABC,BOM-3,50.6Nm,162.0F,104.9psi,59.86,REJ,Human,TL-023,SUP-01
742,GA-2, STN-06 ,2026-03-10 12:10,807GHI,BOM-1,49.2Nm,59.3C,9.3 bar,54.17,REJ,Human,TL-004,sup-01
743,ga-1,STN-03,10-03-2026 12:11,552-GHI,BOM-3,50.6Nm,83.9 c,138.8psi,54.99,Reject,Automated,TL-001,sup-01
744,ga-2,STN-07,10-03-2026 12:11,410abc,BOM-2,51.7 Nm,160.3F,132.0psi,57.96,None,HUMAN,TL-001,sup-09
745, Ga-1 ,STN-07,10-03-2026 12:12,688def,BOM-3,,86.3C,134.1psi,68.2,OK,AUTO,TL-022,SUP-01
746,GA-1,STN-06,2026-03-10 12:12,545-ghi,BOM-3,56.0Nm,78.0,11.5 bar,59.06,na,human,TL-016,sup-09
747,ga-2, STN-07 ,2026/03/10 12:13,945-ghi,BOM-1,,77.5C,192.3psi,40.74,,Automated,TL-013,sup-02
748,ga-2,stn-03,10-03-2026 12:13,705abc,BOM-3,,176.9F,10.5 bar,48.06,na,Automated,TL-002,SUP-01
749,ga-2,stn-05,10-03-2026 12:14,124abc,BOM-3,56.9Nm,68.6,8.7 bar,69.32,na,HUMAN,TL-004,sup-02
750, Ga-1 ,stn-05,10-03-2026 12:14,839-def,BOM-1,50.0Nm,161.1F,10.1 bar,53.14,None,AUTO,TL-022,SUP-09
751,ga-1,stn-01,2026/03/10 12:15,273-DEF,BOM-3,53.5,77.4 c,9.5 bar,59.12,OK,human,TL-021,sup-01
752, Ga-1 , STN-04 ,2026/03/10 12:15,370-DEF,BOM-3,55.0 Nm,155.4F,,79.25,REP,HUMAN,TL-019,SUP-01
753,GA-1,STN-06,10-03-2026 12:16,492def,BOM-1,,,10.4 bar,66.32,na,automated,TL-022,
754, Ga-1 ,stn-01,2026/03/10 12:16,288-DEF,BOM-3,54.6 Nm,170.5F,7.6 bar,38.52,Repair,automated,TL-018,sup-01
755,ga-1,STN-05,2026-03-10 12:17,947-abc,BOM-3,53.2Nm,65.5,11.6 bar,74.45,REP,Automated,TL-019,sup-01
756,GA-1, STN-05 ,2026/03/10 12:17,979-DEF,BOM-2,59.8 Nm,74.4C,11.5 bar,61.5,,HUMAN,TL-021,sup-01
757,ga-1, STN-01 ,2026-03-10 12:18,239-GHI,BOM-3,47.3,81.0,12.2 bar,63.69,REP,AUTO,TL-011,SUP-09
758,GA-1, STN-07 ,,387ghi,BOM-2,,168.0F,9.2 bar,63.04,REJ,HUMAN,TL-003,SUP-01
759, Ga-2 , STN-05 ,2026-03-10 12:19,433-DEF,BOM-1,48.9,84.0 c,10.5 bar,69.13,na,AUTO,TL-003,sup-01
760,GA-2, STN-06 ,2026/03/10 12:19,703DEF,BOM-2,,186.3F,119.2psi,59.2,,human,TL-016,SUP-02
761,GA-2, STN-06 ,10-03-2026 12:20,637def,BOM-2,40.1,104.0,9.9 bar,45.18,Reject,AUTO,TL-005,sup-09
762,ga-1,stn-07,2026/03/10 12:20,709GHI,BOM-1,56.9,91.5,10.6 bar,63.24,OK,Human,TL-005,SUP-09
763, Ga-1 ,stn-04,10-03-2026 12:21,127abc,BOM-2,44.9,63.6 c,9.0 bar,46.18,,HUMAN,TL-022,sup-02
764, Ga-1 ,STN-04,10-03-2026 12:21,562-abc,BOM-3,50.8 Nm,76.4,10.5 bar,78.17,None,Human,TL-013,SUP-09
765,GA-2,STN-04,2026-03-10 12:22,289-GHI,BOM-3,42.9Nm,77.3,148.7psi,56.38,Reject,automated,TL-012,sup-01
766,GA-1, STN-05 ,10-03-2026 12:22,305GHI,BOM-3,53.1,85.8C,9.3 bar,59.48,REJ,Human,TL-009,SUP-02
767, Ga-1 ,STN-03,2026-03-10 12:23,796ABC,BOM-2,46.1Nm,70.7 c,12.1 bar,53.24,OK,HUMAN,TL-007,SUP-02
768, Ga-2 ,STN-01,10-03-2026 12:23,227ghi,BOM-3,44.3 Nm,166.4F,9.6 bar,63.39,OK,automated,TL-003,sup-09
769,GA-1, STN-02 ,10-03-2026 12:24,128DEF,BOM-3,51.0,67.6C,10.2 bar,64.54,REJ,HUMAN,TL-023,SUP-02
770,ga-1,stn-07,2026-03-10 12:24,537-def,BOM-3,46.5 Nm,,7.8 bar,53.21,Repair,HUMAN,TL-018,SUP-09
771,GA-2, STN-04 ,2026-03-10 12:25,761def,BOM-3,47.1Nm,165.8F,156.3psi,64.53,OK,automated,TL-021,SUP-09
772,GA-1,stn-02,2026-03-10 12:70,559-def,BOM-3,50.9 Nm,170.4F,134.6psi,60.68,Repair,Human,TL-008,SUP-02
773,GA-1, STN-04 ,2026-03-10 12:26,245-GHI,BOM-2,54.0,68.1 c,11.4 bar,59.04,OK,automated,TL-003,sup-02
774,ga-1,STN-04,2026/03/10 12:26,795-ghi,BOM-3,45.9Nm,89.8C,8.0 bar,52.48,Reject,Human,TL-003,SUP-02
775,GA-2,STN-01,,443-abc,BOM-2,45.0,84.7C,10.6 bar,83.14,,human,TL-024,SUP-02
776,GA-2, STN-06 ,2026/03/10 12:27,738abc,BOM-3,50.1,65.5C,97.5psi,71.83,REP,Automated,TL-022,SUP-01
777,GA-2,STN-05,2026-03-10 12:28,281-def,BOM-3,52.7 Nm,80.3,10.9 bar,67.28,,Automated,TL-023,sup-01
778,GA-1, STN-02 ,2026-03-10 12:28,919GHI,BOM-2,57.3,147.8F,9.7 bar,71.26,Reject,Human,TL-004,sup-01
779,ga-1,stn-01,2026/03/10 12:29,354-DEF,BOM-3,,93.4C,10.6 bar,63.0,Repair,Human,TL-011,sup-02
780,ga-1, STN-04 ,2026/03/10 12:29,972GHI,BOM-3,48.4 Nm,96.1 c,9.1 bar,56.51,REP,AUTO,TL-005,sup-09
781,GA-2,stn-06,2026/03/10 12:30,439-def,BOM-2,55.9 Nm,79.4 c,124.4psi,33.57,REJ,HUMAN,TL-015,SUP-09
782, Ga-1 ,STN-03,2026/03/10 12:30,754ghi,BOM-3,59.9Nm,71.5 c,9.3 bar,47.81,,automated,TL-001,SUP-01
783,ga-1,STN-01,2026-03-10 12:31,551-ABC,BOM-3,45.0Nm,73.4 c,10.3 bar,81.65,Repair,AUTO,TL-010,sup-02
784, Ga-2 ,stn-07,10-03-2026 12:31,168def,BOM-1,,75.5 c,157.5psi,71.6,None,AUTO,TL-013,SUP-02
785,GA-2,stn-03,10-03-2026 12:32,188-ghi,BOM-1,51.9Nm,78.9,10.5 bar,62.02,OK,automated,TL-007,
786,ga-1,stn-01,2026/03/10 12:32,464-ABC,BOM-2,47.1 Nm,93.7,8.6 bar,44.22,Repair,human,TL-020,sup-09
787,ga-2,stn-04,2026/03/10 12:33,273ghi,BOM-1,46.2Nm,89.6 c,12.8 bar,66.35,REJ,Automated,TL-002,sup-02
788, Ga-2 ,STN-06,2026-03-10 12:33,647-ghi,BOM-3,51.2,193.5F,152.2psi,57.22,Repair,Automated,TL-021,sup-09
789,ga-1,stn-01,10-03-2026 12:34,224-abc,BOM-3,57.7,81.7,9.1 bar,66.98,None,Automated,TL-001,sup-01
790, Ga-2 ,stn-06,2026-03-10 12:34,630DEF,BOM-1,43.5 Nm,68.5,10.6 bar,48.88,REP,Human,TL-018,sup-02
791,GA-2,stn-02,2026-03-10 12:35,284-abc,BOM-1,57.5Nm,72.3 c,,55.1,None,Human,TL-016,sup-01
792,ga-2,stn-03,10-03-2026 12:35,263DEF,BOM-2,47.1Nm,80.6,9.7 bar,68.85,REP,automated,TL-012,sup-01
793,GA-1,STN-02,10-03-2026 12:36,429ABC,BOM-3,51.7,68.0 c,9.6 bar,79.28,REJ,Human,TL-002,SUP-09
794,GA-2,STN-01,2026-03-10 12:36,624-ABC,BOM-1,58.0Nm,83.0,11.5 bar,53.42,na,Human,TL-022,sup-01
795,GA-2,stn-01,10-03-2026 12:37,459-DEF,BOM-2,51.6Nm,88.1C,12.6 bar,50.0,OK,automated,TL-022,sup-01
796,ga-1, STN-03 ,2026/03/10 12:37,414-GHI,BOM-1,48.5Nm,185.8F,6.9 bar,70.23,REJ,HUMAN,TL-019,sup-01
797,GA-1,STN-05,10-03-2026 12:38,405-ghi,BOM-2,,85.1 c,11.8 bar,47.4,,automated,TL-023,sup-02
798, Ga-2 , STN-07 ,10-03-2026 12:38,404GHI,BOM-2,49.1 Nm,142.4F,145.4psi,48.12,Reject,human,TL-022,SUP-02
799,ga-2, STN-02 ,2026/03/10 12:39,462ghi,BOM-1,52.6Nm,93.3,10.4 bar,62.66,Reject,Human,TL-020,sup-02
800,ga-2,STN-06,2026/03/10 12:39,849ABC,BOM-1,49.0Nm,64.3,12.0 bar,80.86,OK,HUMAN,TL-006,SUP-09
801, Ga-2 ,STN-03,2026-03-10 12:40,619ABC,BOM-2,54.3,,6.0 bar,51.51,OK,HUMAN,TL-020,sup-09
802,ga-2,STN-04,2026/03/10 12:40,479ghi,BOM-3,43.0Nm,86.2 c,162.7psi,56.3,Reject,Human,TL-015,sup-01
803, Ga-1 , STN-01 ,2026/03/10 12:41,773abc,BOM-1,44.9 Nm,83.6,11.9 bar,61.11,OK,human,TL-002,SUP-09
804,GA-1, STN-02 ,10-03-2026 12:41,574DEF,BOM-2,43.0 Nm,67.2,130.0psi,55.27,REP,AUTO,TL-001,SUP-02
805,ga-1, STN-04 ,10-03-2026 12:42,953-def,BOM-2,49.7 Nm,69.0,114.7psi,42.33,None,Human,TL-007,sup-01
806, Ga-2 , STN-04 ,2026/03/10 12:42,606ghi,BOM-1,42.4 Nm,181.2F,12.5 bar,68.02,OK,AUTO,TL-013,sup-02
807, Ga-2 ,STN-06,2026-03-10 12:43,294ABC,BOM-1,46.5Nm,85.1 c,7.4 bar,61.86,OK,human,TL-024,sup-02
808, Ga-1 ,stn-06,,606def,BOM-1,44.5,,154.1psi,63.67,OK,human,TL-022,sup-09
809, Ga-1 ,STN-02,2026/03/10 12:44,795-abc,BOM-2,57.4,,11.5 bar,58.58,Repair,human,TL-024,SUP-01
810,GA-1,STN-06,2026/03/10 12:44,291ghi,BOM-1,45.0,64.8 c,10.6 bar,75.13,OK,HUMAN,TL-018,SUP-02
811, Ga-1 , STN-02 ,2026-03-10 12:45,281-def,BOM-3,43.6,187.2F,10.8 bar,54.95,REP,human,TL-004,sup-02
812, Ga-2 , STN-03 ,2026/03/10 12:45,638def,BOM-2,51.2Nm,71.2 c,9.6 bar,49.23,Repair,AUTO,TL-019,sup-09
813, Ga-2 ,STN-05,2026/03/10 12:46,895ABC,BOM-1,58.4,177.4F,10.7 bar,76.64,Reject,human,TL-010,SUP-09
814,GA-2,STN-07,,,BOM-3,49.4 Nm,79.1 c,8.9 bar,38.01,Reject,Human,TL-008,
815,ga-2, STN-02 ,2026-03-10 12:47,555-DEF,BOM-2,49.8,91.6,9.1 bar,58.46,Reject,HUMAN,TL-013,SUP-02
816, Ga-1 ,stn-04,2026-03-10 12:47,688ghi,BOM-2,56.5,82.4 c,,59.24,OK,AUTO,TL-010,SUP-01
817,ga-1,stn-03,10-03-2026 12:48,696-DEF,BOM-1,54.4 Nm,74.0 c,7.7 bar,58.85,na,AUTO,TL-016,sup-09
818,ga-2,stn-04,2026-03-10 12:48,230-GHI,BOM-1,52.1 Nm,83.6,10.9 bar,44.49,Repair,human,TL-024,SUP-02
819, Ga-2 ,stn-05,10-03-2026 12:49,455-DEF,BOM-1,47.1 Nm,214.6F,91.0psi,48.15,Reject,human,TL-008,sup-02
820, Ga-2 ,stn-04,2026/03/10 12:49,993-abc,BOM-2,52.3Nm,87.4C,10.5 bar,69.58,None,human,TL-007,SUP-01
821,GA-2, STN-07 ,2026/03/10 12:50,898DEF,BOM-3,,79.4,10.7 bar,73.85,REP,human,TL-024,sup-01
822,GA-2,STN-03,2026-03-10 12:50,794-DEF,BOM-3,46.9 Nm,71.7 c,8.8 bar,55.83,OK,HUMAN,TL-003,sup-09
823,ga-1,STN-07,,121abc,BOM-3,57.2,73.8 c,8.1 bar,50.69,None,AUTO,TL-021,sup-09
824, Ga-2 ,STN-03,10-03-2026 12:51,475-DEF,BOM-3,56.5 Nm,86.8,9.4 bar,42.15,REJ,human,TL-010,SUP-01
825,GA-1,stn-07,2026/03/10 12:52,145-DEF,BOM-3,52.2Nm,71.1,11.0 bar,69.41,REP,AUTO,TL-024,sup-09
826,ga-2,stn-05,2026-03-10 12:52,370-def,BOM-3,40.4Nm,80.0C,10.5 bar,70.0,Repair,Human,TL-019,SUP-01
827, Ga-2 ,stn-02,2026-03-10 12:53,877abc,BOM-2,44.0Nm,94.4 c,8.3 bar,31.89,Repair,human,TL-004,sup-01
828,ga-2, STN-06 ,2026-03-10 12:53,448-abc,BOM-1,46.6,81.5C,10.2 bar,35.76,Reject,AUTO,TL-013,SUP-01
829, Ga-1 , STN-05 ,2026/03/10 12:54,,BOM-2,49.1 Nm,69.2C,150.7psi,61.37,REP,Automated,TL-007,SUP-02
830, Ga-2 , STN-05 ,,748-DEF,BOM-1,43.7 Nm,101.8 c,10.3 bar,62.66,na,AUTO,TL-002,sup-02
831,ga-2,stn-01,2026/03/10 12:55,782-ghi,BOM-1,48.8,207.7F,8.5 bar,55.23,Repair,Human,TL-015,sup-02
832,ga-2,stn-04,2026-03-10 12:55,689ABC,BOM-2,58.8 Nm,85.0 c,10.2 bar,59.67,REP,automated,TL-016,SUP-02
833, Ga-1 , STN-04 ,10-03-2026 12:56,827-abc,BOM-2,52.0Nm,92.8,165.0psi,57.53,Repair,Human,TL-020,sup-01
834,GA-2,stn-03,10-03-2026 12:56,731DEF,BOM-2,51.1,77.3 c,,60.26,REJ,automated,TL-018,
835,GA-1,stn-07,10-03-2026 12:57,670ghi,BOM-3,44.9 Nm,87.2 c,,50.99,None,automated,TL-015,SUP-01
836, Ga-1 ,stn-05,2026-03-10 12:57,899-DEF,BOM-3,41.8,168.4F,12.5 bar,59.88,Repair,HUMAN,TL-015,SUP-01
837,GA-1, STN-06 ,2026/03/10 12:58,391-ABC,BOM-1,43.9Nm,66.4,148.6psi,53.26,Repair,HUMAN,TL-015,sup-01
838,ga-1, STN-04 ,2026-03-10 12:58,510DEF,BOM-1,41.6,,126.7psi,52.42,na,HUMAN,TL-005,sup-02
839, Ga-1 ,stn-03,2026-03-10 12:59,606abc,BOM-1,50.4,150.7F,8.7 bar,41.33,Reject,Human,TL-016,SUP-09
840, Ga-2 ,stn-07,10-03-2026 12:59,701-abc,BOM-3,51.9,181.4F,148.8psi,58.24,Repair,automated,TL-005,sup-02
841, Ga-2 ,STN-03,2026/03/10 13:00,528-abc,BOM-1,45.2Nm,,113.7psi,68.03,REJ,Human,TL-014,sup-01
842,GA-2, STN-07 ,2026-03-10 13:00,496-ABC,BOM-3,50.7,85.2,9.5 bar,56.74,None,AUTO,TL-010,sup-02
843, Ga-1 ,STN-05,2026/03/10 13:01,248abc,BOM-3,57.3Nm,174.4F,10.7 bar,56.47,REP,human,TL-021,sup-02
844,ga-2,STN-03,10-03-2026 13:01,673ghi,BOM-3,59.8 Nm,79.2,11.8 bar,72.56,None,Human,TL-009,SUP-02
845,GA-1, STN-04 ,10-03-2026 13:02,211-ABC,BOM-3,53.9Nm,81.4C,111.4psi,70.25,Reject,Human,TL-001,SUP-02
846,ga-2,stn-02,2026-03-10 13:02,526-DEF,BOM-3,49.1 Nm,184.6F,10.1 bar,77.35,,HUMAN,TL-003,SUP-09
847,GA-2, STN-04 ,2026/03/10 13:03,,BOM-1,53.7Nm,176.0F,9.9 bar,82.57,REJ,AUTO,TL-005,sup-09
848, Ga-1 ,STN-06,2026/03/10 13:03,798GHI,BOM-2,56.8Nm,79.3,10.1 bar,60.59,Reject,AUTO,TL-021,SUP-09
849, Ga-1 , STN-07 ,10-03-2026 13:04,528def,BOM-2,40.0Nm,66.8 c,10.2 bar,48.43,Repair,HUMAN,TL-019,sup-09
850,GA-2, STN-05 ,2026/03/10 13:04,,BOM-2,57.4 Nm,212.2F,10.0 bar,54.79,Repair,Automated,TL-023,sup-01
851,GA-1,stn-05,2026/03/10 13:05,554abc,BOM-1,47.3,85.4 c,12.1 bar,65.73,Repair,AUTO,TL-018,sup-01
852, Ga-2 ,stn-01,2026-03-10 13:05,293-ABC,BOM-3,47.3Nm,82.1,11.9 bar,74.4,Repair,Automated,TL-004,sup-09
853,GA-1,STN-03,10-03-2026 13:06,441-ghi,BOM-2,48.2Nm,73.8 c,13.2 bar,49.51,REP,human,TL-002,sup-01
854, Ga-1 , STN-02 ,10-03-2026 13:06,366-ABC,BOM-1,51.6 Nm,70.0,10.0 bar,62.55,,Human,TL-014,sup-02
855,GA-1,stn-05,10-03-2026 13:07,249def,BOM-1,44.4 Nm,88.6 c,9.4 bar,52.07,Reject,automated,TL-013,SUP-02
856,GA-1,stn-02,2026/03/10 13:07,949abc,BOM-1,48.6Nm,78.4 c,8.5 bar,58.53,Repair,HUMAN,TL-011,sup-01
857,ga-1,STN-01,2026/03/10 13:08,327-def,BOM-2,,187.2F,133.7psi,58.38,REP,Automated,TL-015,SUP-02
858,GA-2,stn-05,10-03-2026 13:08,555-GHI,BOM-1,51.1,66.5 c,160.5psi,63.81,na,AUTO,TL-010,sup-02
859, Ga-1 , STN-04 ,10-03-2026 13:09,844-DEF,BOM-1,51.9,95.5 c,11.3 bar,80.32,Repair,HUMAN,TL-006,sup-09
860,ga-2,STN-04,2026-03-10 13:09,427DEF,BOM-2,48.4 Nm,,159.7psi,64.75,na,Human,TL-014,SUP-09
861, Ga-2 , STN-03 ,2026/03/10 13:10,942-GHI,BOM-1,53.5,79.2,9.0 bar,55.7,REJ,automated,TL-010,sup-01
862, Ga-1 ,stn-01,2026/03/10 13:10,463-ghi,BOM-2,55.3,184.4F,9.0 bar,54.05,REJ,human,TL-011,SUP-09
863,GA-1, STN-03 ,2026/03/10 13:11,951-ABC,BOM-2,55.0,87.4C,187.6psi,58.09,Repair,Human,TL-020,sup-01
864,ga-1, STN-04 ,2026-03-10 13:11,506-def,BOM-1,52.1 Nm,66.6C,8.8 bar,51.28,REJ,HUMAN,TL-011,SUP-02
865,ga-1,stn-04,2026/03/10 13:12,112GHI,BOM-2,54.7,206.2F,12.1 bar,61.4,OK,Human,TL-023,sup-09
866,GA-1,stn-03,2026-03-10 13:12,880ghi,BOM-2,54.4,184.7F,153.8psi,35.89,REJ,Human,TL-004,SUP-09
867, Ga-2 ,STN-04,10-03-2026 13:13,876ghi,BOM-3,63.4Nm,73.0 c,129.1psi,57.89,Reject,Automated,TL-016,sup-01
868, Ga-1 ,stn-05,2026/03/10 13:13,965GHI,BOM-2,56.1,69.0,119.2psi,58.68,OK,Automated,TL-018,SUP-01
869,ga-1, STN-06 ,10-03-2026 13:14,211-ABC,BOM-1,49.6Nm,89.9,130.0psi,48.39,na,Human,TL-003,sup-09
870,ga-1,STN-01,10-03-2026 13:14,858ghi,BOM-3,45.4Nm,82.1C,10.6 bar,56.18,REP,Automated,TL-014,sup-01
871,ga-1,STN-02,10-03-2026 13:15,407-abc,BOM-1,48.7Nm,84.8 c,8.6 bar,71.2,na,human,TL-018,SUP-01
872,GA-2, STN-05 ,10-03-2026 13:15,856-ABC,BOM-1,48.3 Nm,,12.3 bar,71.92,OK,human,TL-002,sup-09
873,GA-2,STN-04,10-03-2026 13:16,966-ABC,BOM-3,52.6 Nm,70.0 c,140.5psi,54.67,Repair,Automated,TL-020,SUP-09
874,GA-1,stn-04,2026-03-10 13:16,278-def,BOM-3,46.5,85.1 c,11.1 bar,65.23,REJ,Human,TL-010,SUP-02
875, Ga-1 , STN-07 ,2026-03-10 13:17,433ghi,BOM-1,56.0,172.4F,10.9 bar,45.01,,Human,TL-016,SUP-09
876, Ga-1 ,STN-04,10-03-2026 13:70,341ghi,BOM-3,43.1,79.8,180.3psi,57.04,Repair,human,TL-006,SUP-09
877,GA-2,stn-07,2026/03/10 13:18,373-DEF,BOM-2,41.8Nm,103.8 c,135.5psi,62.31,,HUMAN,TL-004,sup-02
878,GA-1, STN-06 ,2026-03-10 13:18,,BOM-2,49.3,88.7C,10.2 bar,75.27,REP,HUMAN,TL-010,SUP-02
879, Ga-1 , STN-05 ,2026-03-10 13:19,470-def,BOM-3,45.8 Nm,89.3C,7.9 bar,71.93,REP,AUTO,TL-004,SUP-01
880, Ga-2 ,stn-06,2026-03-10 13:19,689-abc,BOM-2,43.7,107.2C,147.2psi,62.09,REP,HUMAN,TL-003,sup-09
881,GA-1, STN-04 ,2026-03-10 13:20,706-DEF,BOM-3,46.8Nm,83.8 c,169.8psi,50.88,OK,automated,TL-014,sup-02
882,ga-1,stn-06,2026/03/10 13:70,282def,BOM-1,46.2 Nm,,149.8psi,73.59,OK,Automated,TL-015,sup-09
883,ga-2,STN-06,2026/03/10 13:21,139def,BOM-2,50.1Nm,163.8F,13.5 bar,56.6,Repair,human,TL-023,SUP-01
884, Ga-2 ,stn-01,10-03-2026 13:21,770-def,BOM-3,46.9,75.5,10.8 bar,64.48,REP,Automated,TL-014,sup-09
885,ga-2, STN-06 ,10-03-2026 13:22,,BOM-1,47.3Nm,139.2F,9.2 bar,58.77,Reject,Human,TL-014,SUP-01
886,ga-1, STN-01 ,2026/03/10 13:22,,BOM-3,50.0Nm,,10.7 bar,79.92,Reject,HUMAN,TL-015,sup-09
887, Ga-2 ,stn-07,10-03-2026 13:23,640-def,BOM-2,55.1 Nm,67.3,,53.9,,Human,TL-024,SUP-01
888,ga-2, STN-04 ,2026-03-10 13:23,336abc,BOM-1,57.4,192.2F,8.8 bar,69.16,,Human,TL-009,sup-02
889,GA-2,stn-03,2026-03-10 13:24,270abc,BOM-2,50.7Nm,175.2F,8.2 bar,59.14,REJ,AUTO,TL-017,sup-01
890,ga-1,STN-02,2026/03/10 13:24,,BOM-3,51.1,81.3 c,145.4psi,65.69,Reject,HUMAN,TL-018,
891, Ga-2 ,STN-07,10-03-2026 13:25,569-ghi,BOM-3,49.1,79.6C,143.7psi,76.2,na,Automated,TL-005,SUP-01
892,ga-1,STN-04,10-03-2026 13:25,860-DEF,BOM-1,52.4Nm,93.9 c,11.8 bar,39.95,Reject,human,TL-021,SUP-01
893,ga-2,stn-03,10-03-2026 13:26,988-abc,BOM-2,52.0,92.1C,9.9 bar,59.35,na,HUMAN,TL-011,SUP-01
894,GA-1,STN-03,10-03-2026 13:26,758-ghi,BOM-3,56.6Nm,79.7,8.5 bar,51.06,REP,automated,TL-010,SUP-09
895,GA-1, STN-05 ,2026/03/10 13:27,908def,BOM-1,40.6Nm,71.0,12.3 bar,64.46,Repair,AUTO,TL-006,sup-02
896,ga-2,stn-04,10-03-2026 13:27,577ghi,BOM-2,48.8,89.2C,5.6 bar,66.91,Repair,Automated,TL-011,SUP-02
897, Ga-2 ,STN-07,2026/03/10 13:28,467abc,BOM-2,51.7,70.3 c,10.1 bar,55.3,Reject,human,TL-014,SUP-02
898,ga-2,STN-03,10-03-2026 13:28,836def,BOM-2,49.9 Nm,64.5C,149.7psi,54.78,REJ,human,TL-022,SUP-09
899,ga-2,STN-01,10-03-2026 13:29,371-abc,BOM-1,45.3 Nm,85.0C,10.0 bar,62.04,Repair,HUMAN,TL-008,sup-01
900,ga-2,stn-01,2026/03/10 13:29,830ghi,BOM-3,43.5 Nm,92.2 c,155.9psi,47.27,REP,HUMAN,TL-015,SUP-01
901, Ga-2 , STN-01 ,10-03-2026 13:30,997-DEF,BOM-2,54.0,,,63.33,Repair,Automated,TL-021,SUP-01
902, Ga-1 ,STN-07,10-03-2026 13:30,450abc,BOM-2,46.2Nm,84.0 c,10.7 bar,51.82,REJ,automated,TL-013,SUP-09
903,ga-2, STN-06 ,10-03-2026 13:31,669DEF,BOM-3,41.2,168.5F,,67.34,na,AUTO,TL-005,sup-09
904, Ga-1 , STN-02 ,2026-03-10 13:31,802ABC,BOM-1,54.3,87.2 c,,46.82,REP,Human,TL-018,SUP-09
905,GA-2, STN-05 ,10-03-2026 13:32,804ghi,BOM-3,52.3,91.0,9.9 bar,54.33,REJ,Human,TL-014,SUP-02
906,GA-2,stn-06,2026/03/10 13:32,285ABC,BOM-3,49.4,77.4,8.5 bar,52.49,Repair,AUTO,TL-008,sup-09
907,GA-1,STN-05,2026/03/10 13:33,965ABC,BOM-1,45.4 Nm,69.7,8.9 bar,57.02,Reject,Human,TL-021,SUP-02
908, Ga-2 , STN-05 ,2026-03-10 13:33,552-ghi,BOM-1,49.4,149.8F,11.7 bar,73.76,Repair,HUMAN,TL-001,SUP-09
909,GA-1, STN-07 ,10-03-2026 13:34,137def,BOM-2,56.1Nm,89.3 c,178.9psi,68.46,,HUMAN,TL-024,sup-09
910,GA-1, STN-04 ,,206-GHI,BOM-3,41.9 Nm,155.5F,169.9psi,55.2,Repair,HUMAN,TL-017,sup-01
911,GA-2,stn-05,10-03-2026 13:35,754GHI,BOM-3,,83.7C,11.4 bar,55.19,Reject,human,TL-017,
912,ga-1,STN-03,2026/03/10 13:35,483ghi,BOM-1,46.9 Nm,87.8C,10.1 bar,68.85,na,human,TL-016,sup-09
913,GA-1,stn-06,2026/03/10 13:36,197-def,BOM-2,49.9Nm,,,48.36,Reject,human,TL-024,sup-01
914,ga-1,stn-04,2026-03-10 13:36,567-DEF,BOM-2,47.5Nm,78.3,10.5 bar,60.22,na,human,TL-011,sup-02
915,ga-1,STN-07,2026/03/10 13:37,638GHI,BOM-3,53.2,194.0F,12.9 bar,53.94,None,human,TL-024,SUP-09
916,GA-1,STN-07,10-03-2026 13:37,171-ghi,BOM-2,55.4 Nm,71.9,125.0psi,58.28,Repair,human,TL-002,sup-02
917,ga-1,STN-04,2026/03/10 13:38,414-def,BOM-2,51.4 Nm,,159.6psi,68.09,REJ,HUMAN,TL-023,sup-02
918,ga-1, STN-07 ,10-03-2026 13:38,,BOM-2,52.8Nm,77.7 c,117.5psi,53.31,Repair,human,TL-023,SUP-01
919,ga-1, STN-03 ,10-03-2026 13:39,801-ABC,BOM-1,51.4,92.8,159.8psi,69.74,None,human,TL-007,sup-01
