Event_ID,Line,Station,TS,Part_No,BOM_Version,Torque,Temp,Pressure,Cycle_Time,Defect,Inspection_Source,Tool_ID,Supplier,VIN,WO,Rework_Flag,Scrap_Reason,Calibration_Factor,Shift
1843,ga-2,stn-05,10-03-2026 21:21,389-ABC,BOM-2,54.4 Nm,77.9C,127.2psi,70.43,Reject,Human,TL-014,sup-02,INVALID596,WO-51267,0,,1.0059,Night
1844,GA-1,STN-05,2026/03/10 21:21,733-abc,BOM-1,42.5Nm,73.4C,13.1 bar,68.36,na,Automated,TL-004,sup-02,WX84HZ7BRBDY7YDER,WO-93406,0,,0.9754,Morning
1845,ga-1,STN-07,2026/03/10 21:22,392-ABC,BOM-1,43.4 Nm,75.3 c,12.0 bar,55.33,na,HUMAN,TL-011,SUP-09,KLVNCAL4P4PRWPVHD,WO-34894,0,Visual Defect,1.0021,Morning
1846,GA-2, STN-04 ,10-03-2026 21:22,730-abc,BOM-3,39.8Nm,78.5,179.5psi,72.09,OK,AUTO,TL-008,sup-01,LW2BJXE4MSHRH9V5U,WO-57169,0,,0.9632,Evening
1847,GA-1, STN-06 ,10-03-2026 21:23,560ghi,BOM-1,50.2,,11.3 bar,50.84,REJ,human,TL-023,SUP-09,8VVE3Z6WXBN3JCP5C,WO-69501,0,Visual Defect,0.9934,Evening
1848, Ga-2 ,STN-02,2026/03/10 21:23,687ABC,BOM-1,44.4,80.1 c,125.0psi,52.58,Reject,automated,TL-013,sup-01,GF7CLVN8456BZFAXD,WO-75472,0,Visual Defect,1.0335,Morning
1849,GA-1,stn-06,10-03-2026 21:24,373-def,BOM-1,48.1 Nm,77.2 c,7.5 bar,58.72,REJ,human,TL-009,SUP-02,FASDSZ0F1MX77Z9UA,WO-12122,0,Temperature High,0.9718,Morning
1850,ga-2,STN-04,10-03-2026 21:24,710ABC,BOM-1,53.3 Nm,73.9 c,12.2 bar,70.47,REP,Automated,TL-007,sup-09,4PXVJYMKY7FG9YSUY,WO-44395,1,Visual Defect,0.9835,Morning
1851,GA-1,stn-05,10-03-2026 21:25,443-def,BOM-3,46.8 Nm,95.9C,7.8 bar,48.3,,human,TL-004,sup-02,ZM2WLE3J04Y67Z3ST,WO-67326,0,Temperature High,1.0371,Evening
1852,GA-2,stn-01,2026-03-10 21:25,577-ghi,BOM-3,51.2,183.5F,12.4 bar,68.91,Repair,AUTO,TL-013,SUP-01,RNU7750NV0WFTHN,WO-59584,0,Visual Defect,0.9965,Morning
1853, Ga-1 , STN-05 ,2026-03-10 21:26,485-DEF,BOM-1,48.5Nm,76.2C,159.6psi,59.45,None,automated,TL-013,sup-09,60M4A1CLGWLT1J0NV,WO-72575,0,Visual Defect,0.9821,Night
1854,GA-2,stn-07,,463GHI,BOM-1,53.4,81.5 c,143.3psi,55.66,Reject,AUTO,TL-023,SUP-02,1JMWGK97G5MTVDF97,WO-43869,0,Leak Detected,1.0078,Morning
1855,GA-1,STN-04,2026/03/10 21:27,475ghi,BOM-1,52.4Nm,69.7C,,70.98,REP,Human,TL-016,SUP-09,VT0SEFCJWP0222MVL,WO-56968,0,Temperature High,0.9906,Evening
1856, Ga-2 , STN-05 ,2026/03/10 21:27,676ABC,BOM-2,46.5,75.6C,10.7 bar,51.97,na,automated,TL-011,SUP-02,CKDKP3GLCC1T51TC5,WO-20233,0,,0.9457,Evening
1857,ga-2, STN-05 ,2026-03-10 21:28,549-ghi,BOM-3,49.2,76.8,140.6psi,82.86,REP,Automated,TL-009,SUP-01,T6RJU47PTWGNS9G17,WO-73328,0,Torque Out of Spec,0.9728,Morning
1858,ga-1, STN-07 ,10-03-2026 21:28,144-def,BOM-2,55.2Nm,67.5 c,12.1 bar,58.23,REP,Human,TL-007,sup-09,243HK7XD82WLD84J6,WO-66344,0,Visual Defect,1.0411,Night
1859,ga-1, STN-04 ,2026-03-10 21:29,994def,BOM-2,52.0 Nm,83.9 c,175.3psi,61.5,REP,AUTO,TL-016,sup-09,01W0VY1PGW1FW4A54,WO-15255,0,Visual Defect,1.0066,Night
1860,ga-2,STN-07,10-03-2026 21:29,,BOM-1,43.0 Nm,166.9F,148.4psi,75.43,Reject,Automated,TL-004,SUP-09,4PPUW0DTB4A34R8Z3,WO-91042,0,Leak Detected,1.0293,Morning
1861,ga-2,STN-01,10-03-2026 21:30,705-def,BOM-1,53.3,76.4 c,9.1 bar,61.76,Reject,HUMAN,TL-001,SUP-02,JGAU3GG6U,WO-57951,0,Temperature High,0.9794,Evening
1862,GA-1,STN-03,,709-GHI,BOM-1,44.6,74.3 c,12.0 bar,71.89,None,HUMAN,TL-022,SUP-01,VCMY9E114HA9D35HW,WO-73738,0,Temperature High,0.9989,Evening
1863,ga-2,stn-04,10-03-2026 21:31,305-DEF,BOM-1,57.1,109.6 c,101.0psi,40.47,na,automated,TL-001,sup-09,JNT4DK8SKKUPC6L,WO-15125,1,Temperature High,0.9966,Morning
1864,GA-1,stn-07,2026-03-10 21:31,938-ABC,BOM-2,55.1 Nm,73.4C,154.7psi,55.57,Reject,Human,TL-006,SUP-02,CPC1TH7TPMLEC8K16,WO-88395,0,Leak Detected,0.9891,Morning
1865,ga-1, STN-05 ,2026/03/10 21:32,224def,BOM-3,51.4,138.8F,11.1 bar,63.97,OK,HUMAN,TL-014,SUP-01,NKHTRDCXGXGAD7W92,WO-47246,0,Torque Out of Spec,1.0042,Evening
1866, Ga-1 , STN-01 ,2026-03-10 21:32,814-DEF,BOM-2,50.8Nm,64.0,8.8 bar,70.81,Repair,HUMAN,TL-005,sup-02,9WG6R397YKDE48Z89,WO-11763,0,Temperature High,0.9777,Evening
1867,GA-2,STN-01,10-03-2026 21:33,411GHI,BOM-1,49.0 Nm,87.6,11.5 bar,67.7,Repair,Automated,TL-017,sup-01,INVALID475,WO-47462,0,Leak Detected,1.0242,Evening
1868,GA-1,stn-06,2026-03-10 21:33,644abc,BOM-2,53.4Nm,93.4 c,10.0 bar,66.76,REP,HUMAN,TL-014,SUP-09,39PB16J526BTKXVSC,WO-11323,0,Leak Detected,1.0093,Evening
1869, Ga-2 , STN-06 ,10-03-2026 21:34,270-ABC,BOM-1,48.1 Nm,73.2 c,9.2 bar,70.61,Reject,Automated,TL-002,sup-02,GFXMFK0KDAR69VYEE,WO-36196,0,,0.9965,Night
1870, Ga-2 ,stn-07,2026-03-10 21:34,755-def,BOM-3,51.2Nm,92.8,11.4 bar,64.75,,Automated,TL-012,SUP-02,INVALID170,WO-63211,0,Visual Defect,1.0027,Morning
1871,GA-1,STN-07,2026/03/10 21:35,800def,BOM-1,54.4 Nm,,121.4psi,38.57,Reject,automated,TL-020,SUP-02,INVALID907,WO-90202,0,Temperature High,0.994,Morning
1872,GA-2, STN-03 ,10-03-2026 21:35,457-def,BOM-2,47.2Nm,78.1 c,11.3 bar,74.42,Reject,Human,TL-010,sup-02,NTPFD9LT6L8EY3FYN,WO-34998,0,Visual Defect,0.9655,Night
1873, Ga-2 ,stn-03,2026-03-10 21:36,595def,BOM-3,46.9 Nm,77.4C,101.9psi,51.62,REP,Human,TL-017,SUP-09,INVALID587,WO-40298,0,Temperature High,0.9802,Morning
1874, Ga-2 ,STN-05,10-03-2026 21:36,174-abc,BOM-2,44.0 Nm,81.8,10.4 bar,63.14,na,AUTO,TL-014,sup-01,XTYZFT7TXW4CSAJHZ,WO-20784,0,Leak Detected,0.9964,Evening
1875,ga-1, STN-07 ,10-03-2026 21:37,122def,BOM-3,44.7 Nm,191.8F,10.1 bar,61.81,Reject,AUTO,TL-012,sup-02,K3XM6VCV6U6BEV24M,WO-94055,0,,0.9929,Morning
1876, Ga-2 , STN-04 ,2026/03/10 21:37,587abc,BOM-1,40.9Nm,84.0,9.2 bar,60.47,REJ,Human,TL-014,sup-01,AVY1S1RFVLW0G01ZG,WO-12781,0,Visual Defect,1.013,Night
1877, Ga-2 , STN-02 ,2026/03/10 21:38,404abc,BOM-3,53.6,73.2 c,10.6 bar,48.94,Repair,AUTO,TL-012,SUP-09,KEEXGLPB9JP1AP5ZR,WO-91690,0,,1.0112,Night
1878,ga-1, STN-04 ,2026/03/10 21:70,168ghi,BOM-2,59.0Nm,78.3 c,143.3psi,40.61,REJ,AUTO,TL-002,sup-02,1NNK5RP243F9H4GPC,WO-53040,0,Temperature High,0.9888,Night
1879, Ga-1 ,STN-02,10-03-2026 21:39,963-def,BOM-1,57.1,211.7F,11.6 bar,49.98,Repair,AUTO,TL-011,SUP-09,BNH6VRKD0HVLX1KMW,WO-21634,0,Leak Detected,0.9809,Night
1880,ga-1,STN-03,10-03-2026 21:39,291ghi,BOM-1,41.9Nm,82.5C,157.2psi,68.26,REP,automated,TL-010,SUP-09,RMGBXJX6MVBPZ7SMV,WO-82448,0,Torque Out of Spec,1.0151,Morning
1881,ga-2,STN-06,2026-03-10 21:40,791DEF,BOM-1,53.6Nm,,10.7 bar,45.53,na,HUMAN,TL-019,sup-01,LSDT9TLXE0RUYNNMA,WO-16895,0,Visual Defect,1.0038,Evening
1882, Ga-2 , STN-03 ,2026/03/10 21:40,810abc,BOM-2,,85.4 c,151.3psi,51.2,na,Human,TL-018,sup-02,CGCSB0BSPAKHM9SLE,WO-50544,0,Leak Detected,0.9876,Night
1883, Ga-2 ,stn-06,10-03-2026 21:41,431-ABC,BOM-1,47.7 Nm,82.7C,9.3 bar,64.18,REP,Automated,TL-014,sup-09,VU9MPAFZ120T1VCV9,WO-98983,0,Visual Defect,0.9772,Evening
1884, Ga-1 , STN-04 ,2026/03/10 21:41,339-ghi,BOM-1,50.5 Nm,81.1,9.5 bar,49.73,OK,Human,TL-010,SUP-02,DW4HB7V00DWN1NXN8,WO-33534,0,Temperature High,0.9865,Night
1885,ga-1,STN-01,2026/03/10 21:42,988ABC,BOM-2,40.0 Nm,89.0,10.4 bar,54.57,OK,Human,TL-016,SUP-09,ADU92F5XLG95BJH17,WO-34205,1,Leak Detected,1.0078,Evening
1886,GA-2,STN-06,2026/03/10 21:42,,BOM-3,51.3Nm,87.2C,9.7 bar,60.82,Repair,human,TL-024,sup-02,YT83DXGZ2C3KNZDCS,WO-89015,0,,1.0337,Evening
1887,GA-2,stn-06,10-03-2026 21:43,790ABC,BOM-2,44.7 Nm,180.8F,169.2psi,62.83,na,HUMAN,TL-021,SUP-01,V81CKDF2UYG1LSN09,WO-24388,0,,0.9958,Evening
1888, Ga-1 ,stn-02,2026-03-10 21:43,172def,BOM-1,51.0 Nm,73.1,147.0psi,49.53,,Human,TL-006,sup-01,INVALID611,WO-86085,0,Temperature High,0.9833,Night
1889,GA-2, STN-06 ,10-03-2026 21:44,432GHI,BOM-1,42.2Nm,83.9C,153.2psi,61.41,REP,Human,TL-007,sup-01,INVALID219,WO-99358,0,Torque Out of Spec,1.0431,Evening
1890,GA-2,STN-05,2026/03/10 21:44,687-DEF,BOM-1,52.7 Nm,79.3,7.9 bar,63.99,Reject,Automated,TL-012,SUP-01,370WCTDVG54B6XC93,WO-57671,0,Temperature High,0.9926,Evening
1891,GA-2,STN-03,2026-03-10 21:45,777abc,BOM-1,55.1 Nm,76.9,11.4 bar,47.27,,Automated,TL-016,sup-02,W33EXTXHV75LBG2XS,WO-80499,0,Leak Detected,0.9841,Evening
1892, Ga-1 ,stn-05,2026/03/10 21:45,537-abc,BOM-1,46.1Nm,106.8C,132.4psi,62.15,Reject,Automated,TL-017,sup-02,WKNTUYG1AWSK2HMLP,WO-23832,0,Torque Out of Spec,0.9919,Evening
1893,GA-1,stn-05,2026/03/10 21:46,440abc,BOM-1,44.3,64.6C,8.4 bar,52.83,Reject,Automated,TL-019,sup-01,BNLMSKM01SSC,WO-20271,0,Visual Defect,0.9909,Morning
1894,ga-2, STN-04 ,2026-03-10 21:46,888-GHI,BOM-2,39.2,89.6C,12.5 bar,61.24,Repair,human,TL-014,SUP-09,P8DHV7UY7K,WO-36661,0,Leak Detected,1.0254,Evening
1895, Ga-1 , STN-07 ,2026/03/10 21:47,741def,BOM-2,48.7,71.4 c,160.2psi,67.23,REJ,Human,TL-020,sup-02,WJXU3WNKZ2EKDPPEF,WO-17892,0,Leak Detected,0.9665,Evening
1896,ga-2,STN-07,2026/03/10 21:47,498abc,BOM-3,47.1,81.3C,11.5 bar,58.24,OK,AUTO,TL-001,SUP-02,WTUFXAYCY96SX52L1,WO-55922,1,Visual Defect,1.0119,Night
1897, Ga-2 , STN-01 ,2026-03-10 21:48,773abc,BOM-3,42.2 Nm,105.7,10.7 bar,69.13,Repair,automated,TL-006,sup-09,XX5FJ0HYZG3ZS5BRU,WO-90408,0,,0.9998,Evening
1898,GA-2,STN-01,2026/03/10 21:48,603-def,BOM-3,52.3,158.7F,9.9 bar,67.91,REJ,AUTO,TL-013,sup-09,D6CBNG85RS21CHYER,WO-30897,0,,0.9889,Night
1899,GA-1, STN-07 ,10-03-2026 21:49,452ABC,BOM-3,47.8,163.0F,9.6 bar,69.08,Reject,HUMAN,TL-013,sup-02,XZUSW4L8,WO-90933,0,Visual Defect,0.9933,Night
1900,ga-1,stn-01,10-03-2026 21:49,858DEF,BOM-3,44.6Nm,79.8 c,11.2 bar,64.03,na,Automated,TL-024,SUP-09,GNHD8CWX9F1BSDBYD,WO-86208,0,Leak Detected,0.995,Morning
1901,GA-1,STN-04,,493def,BOM-3,47.2Nm,71.5,11.7 bar,71.01,,human,TL-016,sup-09,B6VPDVYDA022X0LWG,WO-97476,0,Temperature High,1.0018,Morning
1902,ga-2, STN-05 ,2026/03/10 21:50,373-ghi,BOM-2,55.4,88.8,9.9 bar,63.85,Repair,human,TL-010,SUP-09,INVALID952,WO-59496,0,,0.991,Evening
1903, Ga-1 ,stn-05,10-03-2026 21:51,665ghi,BOM-1,53.0,166.4F,13.1 bar,43.33,REP,Human,TL-015,sup-09,FT1ML9LNX5LM37RWP,WO-45761,0,Torque Out of Spec,0.9987,Morning
1904,ga-2, STN-05 ,10-03-2026 21:51,542-GHI,BOM-1,49.3 Nm,86.5,140.7psi,52.08,REJ,AUTO,TL-003,sup-02,RZRRGRL36BS5D93B2,WO-50763,0,Temperature High,0.9845,Morning
1905, Ga-2 , STN-06 ,10-03-2026 21:52,594-GHI,BOM-3,53.1 Nm,66.7 c,7.9 bar,57.89,None,AUTO,TL-010,SUP-01,YT0RM5XG8FLFCYRL7,WO-53975,0,,1.0436,Night
1906, Ga-2 , STN-01 ,2026-03-10 21:52,899ABC,BOM-3,44.2Nm,61.9 c,107.6psi,59.13,Reject,HUMAN,TL-001,sup-09,HGPUBF65XZ5JC0BH7,WO-11154,0,Visual Defect,1.0202,Night
1907,ga-1, STN-06 ,2026-03-10 21:53,997-abc,BOM-1,50.2 Nm,77.7,7.5 bar,63.58,Reject,human,TL-004,SUP-09,INVALID628,WO-70740,0,Torque Out of Spec,1.0098,Morning
1908,GA-1,STN-02,10-03-2026 21:53,955-ABC,BOM-3,50.7Nm,64.3C,9.4 bar,51.93,REJ,Automated,TL-010,sup-02,INVALID784,WO-73808,0,Visual Defect,0.9911,Morning
1909, Ga-1 ,STN-07,10-03-2026 21:54,342-DEF,BOM-2,47.7 Nm,95.2,140.0psi,80.09,Repair,automated,TL-001,SUP-02,3PD401GM1H1BUDT0C,WO-56078,0,Temperature High,1.0164,Night
1910,ga-1,STN-07,10-03-2026 21:54,505def,BOM-1,52.2Nm,64.7 c,11.0 bar,58.98,REP,Automated,TL-005,sup-09,PL9J0W75J1SVWDT3T,WO-48193,1,Torque Out of Spec,1.006,Morning
1911,ga-1,STN-03,2026/03/10 21:55,299-GHI,BOM-2,46.1Nm,157.3F,10.0 bar,59.92,REJ,Human,TL-022,sup-02,A0WNBHDK9N,WO-87529,0,,1.0024,Morning
1912,ga-2,stn-02,10-03-2026 21:55,589-def,BOM-1,52.5 Nm,84.1C,11.3 bar,53.29,OK,automated,TL-021,sup-01,ME97X3CUWNB1WSB3N,WO-67694,0,Visual Defect,0.9893,Night
1913,ga-1, STN-01 ,2026-03-10 21:56,359abc,BOM-1,52.8Nm,74.1 c,10.1 bar,49.97,Reject,AUTO,TL-014,sup-02,P2KJS8FJ7YX,WO-41384,0,Leak Detected,1.0055,Morning
1914,GA-1, STN-03 ,2026/03/10 21:56,534-ghi,BOM-2,35.4 Nm,64.8C,145.3psi,58.74,None,HUMAN,TL-023,SUP-09,34G0S92NNDFH3KZYM,WO-61566,0,Visual Defect,1.0337,Evening
1915,ga-2,STN-01,,942-abc,BOM-1,56.0 Nm,100.4 c,132.4psi,60.28,,Human,TL-001,sup-01,8ZX7GG3YK04MMB9V3,WO-24712,0,Torque Out of Spec,1.0016,Evening
1916, Ga-1 , STN-03 ,2026-03-10 21:57,540-def,BOM-2,34.8,70.0 c,12.1 bar,59.13,REJ,HUMAN,TL-023,sup-01,INVALID564,WO-59452,1,,0.9947,Evening
1917,ga-2, STN-06 ,2026/03/10 21:58,477-ghi,BOM-3,46.9,,111.7psi,76.55,na,Human,TL-012,sup-09,4XBPYFPV13D9A4T4C,WO-98036,0,Torque Out of Spec,1.002,Night
1918,GA-1,STN-01,2026-03-10 21:58,513ghi,BOM-2,55.1Nm,77.9C,,58.74,None,Automated,TL-009,SUP-09,NJSTMTACGT2X3KN9S,WO-86393,0,Torque Out of Spec,1.0009,Evening
1919,ga-2, STN-04 ,10-03-2026 21:59,973DEF,BOM-1,48.4Nm,87.1,141.0psi,59.14,na,human,TL-019,SUP-09,KLNBYTFKCGSYCNDD4,WO-10915,0,Torque Out of Spec,0.9891,Morning
1920,GA-2, STN-06 ,10-03-2026 21:59,788ABC,BOM-1,42.7Nm,84.6,11.2 bar,68.15,REP,automated,TL-011,sup-02,F6L87T1WFK,WO-33722,0,Leak Detected,0.9852,Night
1921,ga-2, STN-02 ,2026-03-10 22:00,205ABC,BOM-3,44.5 Nm,161.1F,144.5psi,58.29,REJ,Human,TL-015,sup-01,VE1F60FD9MD,WO-55727,0,Visual Defect,1.0159,Morning
1922, Ga-1 , STN-04 ,10-03-2026 22:00,583DEF,BOM-3,55.1,76.7,10.0 bar,65.39,OK,human,TL-008,SUP-01,DRJ3JDEF389JLRAUG,WO-60839,0,,1.0241,Morning
1923, Ga-2 ,STN-06,2026/03/10 22:01,190-ABC,BOM-3,40.4Nm,77.7,9.6 bar,47.21,None,AUTO,TL-013,SUP-01,W876Z924C8WM5C50J,WO-85134,0,Temperature High,1.0453,Evening
1924, Ga-1 , STN-05 ,10-03-2026 22:01,853GHI,BOM-2,55.6Nm,87.5 c,12.1 bar,47.29,Repair,Human,TL-004,SUP-01,LJFMW65Z1553858SZ,WO-40488,0,Leak Detected,1.0092,Morning
1925,ga-2,STN-06,10-03-2026 22:02,301-def,BOM-2,49.7 Nm,68.3C,10.0 bar,61.22,,AUTO,TL-006,sup-02,7J2FEHEKZKFFFCYZC,WO-10062,0,Torque Out of Spec,1.0023,Night
1926, Ga-1 ,STN-06,,151-DEF,BOM-3,44.0,100.2,187.8psi,57.68,Repair,human,TL-014,sup-02,INVALID424,WO-42507,0,Temperature High,1.018,Evening
1927,ga-2,stn-06,2026/03/10 22:03,417-GHI,BOM-3,47.1Nm,72.4,,51.91,Reject,Automated,TL-023,sup-02,RANH1HC2ECFPEGT7Z,WO-55702,0,Leak Detected,0.9818,Evening
1928,ga-2, STN-02 ,2026-03-10 22:03,399def,BOM-1,44.9Nm,175.8F,145.5psi,61.22,Reject,Automated,TL-005,SUP-02,BCV5S89PKTGS6CTGZ,WO-77951,0,Temperature High,1.0129,Evening
1929, Ga-1 , STN-02 ,2026-03-10 22:04,561-abc,BOM-3,54.3Nm,68.4,141.8psi,62.09,REP,Automated,TL-014,SUP-09,JXZM3T1X2VA3RG52U,WO-75793,0,,1.0208,Evening
1930,GA-1,stn-03,2026-03-10 22:04,592-def,BOM-2,53.7 Nm,67.0C,10.8 bar,52.9,REP,Automated,TL-002,sup-09,INVALID778,WO-96532,0,Temperature High,1.0205,Evening
1931,ga-1,STN-06,2026/03/10 22:05,156abc,BOM-1,41.4 Nm,71.3 c,132.2psi,54.81,OK,Automated,TL-013,SUP-01,7X6LSSKXM5P69GY0Y,WO-79704,0,Torque Out of Spec,1.0333,Evening
1932, Ga-2 , STN-06 ,2026-03-10 22:05,334-GHI,BOM-3,48.0Nm,70.3C,10.2 bar,62.17,,Human,TL-021,SUP-09,0WLW2J92XY6RURT9R,WO-81184,0,,0.988,Evening
1933, Ga-2 , STN-04 ,2026-03-10 22:06,383-GHI,BOM-1,45.7Nm,75.9 c,10.0 bar,49.79,None,AUTO,TL-009,sup-01,ZHPJRV7G7DT0TVJML,WO-86956,0,,0.9902,Night
1934, Ga-2 ,stn-06,2026/03/10 22:06,997-DEF,BOM-1,56.5 Nm,70.2,152.1psi,53.96,Repair,automated,TL-020,sup-02,HP7UX1YNR8GDKM573,WO-82674,0,Torque Out of Spec,0.9957,Evening
1935,GA-2,stn-01,2026-03-10 22:70,656-DEF,BOM-2,43.2,87.0C,10.5 bar,65.34,REP,Automated,TL-010,sup-01,H7TAGAKJHS3L5GUME,WO-18753,0,Visual Defect,0.9777,Morning
1936,GA-2,stn-03,10-03-2026 22:07,751GHI,BOM-2,58.0 Nm,72.2 c,10.6 bar,59.76,Reject,AUTO,TL-023,SUP-02,2T5S268ZV2WPWFKF1,WO-65124,0,Visual Defect,1.0108,Morning
1937,GA-1, STN-03 ,10-03-2026 22:08,170ABC,BOM-2,49.8,71.1 c,10.1 bar,55.23,OK,automated,TL-016,sup-02,INVALID633,WO-76913,0,,1.0135,Evening
1938,ga-2,STN-07,10-03-2026 22:08,873GHI,BOM-1,44.2 Nm,76.1 c,12.4 bar,50.97,Reject,HUMAN,TL-008,sup-09,WV6BTV9778UE6UJMV,WO-49649,0,Leak Detected,1.0112,Morning
1939,GA-1,stn-01,2026-03-10 22:09,165DEF,BOM-2,46.6,89.9,10.6 bar,49.87,Repair,HUMAN,TL-007,sup-02,WWJDXB88Y0USWFNSB,WO-40773,1,Leak Detected,1.003,Evening
1940,ga-2,stn-05,2026-03-10 22:09,825-ghi,BOM-2,46.0 Nm,82.1 c,13.9 bar,58.68,REJ,HUMAN,TL-021,SUP-09,UKTJGYAPAE31FD1HV,WO-78625,0,Temperature High,1.0201,Evening
1941, Ga-1 , STN-06 ,2026-03-10 22:10,349DEF,BOM-1,43.6,79.0 c,10.1 bar,80.26,Repair,Human,TL-012,sup-01,4A6JT96CENZPTH,WO-51343,0,,1.0115,Night
1942,GA-1,stn-05,10-03-2026 22:10,183def,BOM-3,50.5Nm,65.7C,11.4 bar,65.66,Repair,automated,TL-010,SUP-09,WNNDZVBETC9T2TY64,WO-44514,0,Leak Detected,0.9879,Morning
1943,GA-1,STN-07,10-03-2026 22:11,886ABC,BOM-1,43.9Nm,68.6 c,8.9 bar,46.67,OK,HUMAN,TL-015,sup-09,KBBJ67FFRYHUAE5CG,WO-72712,0,,0.941,Night
1944,ga-2, STN-03 ,2026-03-10 22:11,,BOM-3,39.1 Nm,67.2 c,175.5psi,67.07,REP,automated,TL-002,SUP-09,HUXGC613891XK4H4C,WO-92331,0,,0.9934,Night
1945,ga-2,stn-07,2026-03-10 22:70,126def,BOM-2,48.1 Nm,93.1C,129.7psi,52.41,REJ,automated,TL-005,SUP-01,INVALID752,WO-27630,0,Torque Out of Spec,1.0008,Morning
1946,GA-1, STN-07 ,2026-03-10 22:12,,BOM-3,41.0 Nm,85.3,154.9psi,59.95,na,AUTO,TL-011,SUP-01,1L8FYJ9FLS1TMPH7N,WO-84015,0,,1.0009,Night
1947, Ga-1 ,stn-07,2026/03/10 22:13,969DEF,BOM-1,46.2Nm,71.4C,139.2psi,54.11,REP,AUTO,TL-007,SUP-09,NNBTS5R8VSDYHCH5X,WO-71146,0,Visual Defect,0.9964,Night
1948,ga-1,stn-06,10-03-2026 22:13,918-DEF,BOM-1,45.5,74.4C,154.8psi,80.23,OK,Human,TL-014,SUP-01,EY6WJESPSFE7SVSAP,WO-13420,0,Temperature High,0.9893,Evening
1949, Ga-2 ,STN-06,,968-ABC,BOM-1,45.6,71.7,9.6 bar,48.66,Reject,HUMAN,TL-009,sup-02,INVALID855,WO-97014,0,Visual Defect,0.9831,Night
1950,GA-1,stn-04,10-03-2026 22:14,,BOM-3,60.0 Nm,71.1C,8.8 bar,63.14,Reject,Automated,TL-011,sup-02,Y0UKD7GWL1YZJUD1H,WO-89237,0,,0.9793,Morning
1951,GA-1, STN-03 ,2026-03-10 22:15,330-ghi,BOM-3,50.3,184.3F,9.6 bar,53.15,na,human,TL-019,sup-09,R2XNMXZARZAXGSF0Z,WO-88139,0,,1.0087,Morning
1952,GA-2, STN-07 ,2026-03-10 22:15,747ABC,BOM-2,51.2,77.1 c,12.3 bar,67.39,REP,automated,TL-019,SUP-09,RCSZ5PVVDRLH18ZWM,WO-33615,0,,1.0218,Morning
1953,GA-2,stn-07,10-03-2026 22:16,190-GHI,BOM-2,41.1,213.5F,10.7 bar,62.93,Repair,Human,TL-008,sup-09,53A6KBHJ24MSNJMT1,WO-14464,0,,0.975,Morning
1954,ga-1,STN-02,2026/03/10 22:16,206-GHI,BOM-1,46.7 Nm,92.5C,8.1 bar,72.55,Repair,human,TL-009,sup-09,5M8P0KXW4C7A0MG2T,WO-62395,0,Leak Detected,0.9988,Evening
1955,ga-2,stn-02,,782-def,BOM-2,51.1 Nm,93.1C,11.6 bar,67.18,REP,HUMAN,TL-016,SUP-02,Z4TWS9DZVCH8J5ABT,WO-88321,0,,1.0158,Morning
1956,GA-2, STN-01 ,2026/03/10 22:17,688ghi,BOM-3,44.9 Nm,86.7C,125.6psi,53.06,na,Human,TL-023,sup-09,N94B2LP35EB2WKZV5,WO-54795,0,Visual Defect,0.9962,Night
1957,GA-1,STN-01,2026-03-10 22:18,703-ABC,BOM-1,54.5 Nm,75.8C,11.1 bar,89.16,REJ,Human,TL-014,sup-09,INVALID642,WO-64969,0,Leak Detected,1.0143,Evening
1958,GA-2, STN-03 ,10-03-2026 22:18,972-GHI,BOM-1,44.0 Nm,86.0 c,10.8 bar,65.55,Repair,human,TL-002,SUP-09,INVALID106,WO-41982,0,Torque Out of Spec,1.0216,Morning
1959, Ga-2 ,stn-04,2026/03/10 22:19,327-ABC,BOM-3,48.6Nm,76.5C,158.4psi,54.49,OK,HUMAN,TL-015,sup-02,06X6K00C911G1JZC7,WO-58092,0,Torque Out of Spec,1.0079,Morning
1960,GA-1, STN-03 ,2026-03-10 22:19,916-def,BOM-1,47.1 Nm,96.3 c,12.8 bar,62.06,None,Automated,TL-018,SUP-09,EC6KUYX8DDHM35M94,WO-49131,0,Torque Out of Spec,0.9901,Morning
1961,ga-2,STN-01,,889-def,BOM-3,50.8,,8.8 bar,66.31,REP,Automated,TL-023,SUP-02,618BRY41LAMRJX97W,WO-31976,0,Temperature High,1.0263,Morning
1962,ga-1,STN-04,2026/03/10 22:20,514-abc,BOM-3,46.8,82.6,10.9 bar,65.93,REP,Human,TL-023,SUP-09,NCG3SYKJHCT05931F,WO-84828,0,Leak Detected,0.9947,Evening
1963,ga-2,stn-06,2026-03-10 22:21,466def,BOM-3,48.6Nm,81.3C,11.9 bar,64.96,REP,Automated,TL-017,SUP-01,Z0UCYLXL,WO-32396,0,Temperature High,0.9947,Morning
1964, Ga-1 , STN-03 ,10-03-2026 22:21,570DEF,BOM-1,48.8 Nm,207.3F,131.0psi,69.66,Reject,human,TL-014,SUP-02,INVALID782,WO-64190,0,Visual Defect,1.0103,Evening
1965,GA-2,STN-01,10-03-2026 22:22,684-ghi,BOM-3,46.3 Nm,150.2F,8.9 bar,68.68,Reject,human,TL-005,sup-09,INVALID341,WO-35964,0,Leak Detected,0.994,Night
